oa_code,All people,No condition,One or more conditions,Deafness or partial hearing loss,Blindness or partial sight loss,Learning disability,Learning difficulty,Developmental disorder,Physical disability,Mental health condition,Other condition
S00117076,75,65,10,1,0,0,1,0,3,4,4
S00117077,70,40,30,7,2,0,0,0,12,4,22
S00117078,93,18,75,16,8,0,1,0,33,13,46
S00117079,220,160,60,13,2,0,0,2,14,10,32
S00117080,140,92,48,9,3,1,4,0,20,12,26
S00117081,104,71,33,3,1,2,3,1,6,8,17
S00117082,72,55,17,2,2,0,0,0,5,5,11
S00117083,58,35,23,4,3,0,3,0,8,5,17
S00117084,118,88,30,2,1,1,1,1,6,7,20
S00117085,86,53,33,10,2,1,0,1,8,5,21
S00117086,100,80,20,0,1,0,2,1,5,6,10
S00117087,91,50,41,8,3,1,2,1,11,7,36
S00117088,62,36,26,5,3,4,1,0,9,8,14
S00117089,176,106,70,16,13,3,2,2,23,13,47
S00117090,105,65,40,8,4,0,2,2,12,7,25
S00117091,55,30,25,4,2,0,0,0,9,2,17
S00117092,106,76,30,3,5,0,4,0,8,6,17
S00117093,139,99,40,4,4,2,4,4,12,10,19
S00117094,112,61,51,4,2,1,2,0,9,21,26
S00117095,157,98,59,12,1,1,1,0,14,20,38
S00117096,166,127,39,8,3,1,3,0,13,9,19
S00117097,139,108,31,12,2,0,0,0,10,3,23
S00117098,114,82,32,3,3,2,6,1,4,12,18
S00117099,105,76,29,10,5,0,2,0,6,4,17
S00117100,77,55,22,3,1,0,4,0,6,4,15
S00117101,84,67,17,2,0,0,5,0,2,2,11
S00117102,133,114,19,2,2,0,5,0,0,5,10
S00117103,107,92,15,0,0,0,2,0,2,2,10
S00117104,154,135,19,2,0,0,2,0,0,2,13
S00117105,143,112,31,6,0,0,1,2,4,2,19
S00117106,58,41,17,3,0,0,2,0,2,3,11
S00117107,89,70,19,2,0,0,1,0,6,4,13
S00117108,59,47,12,4,4,0,4,0,1,1,6
S00117109,85,59,26,3,1,0,3,0,3,4,16
S00117110,75,61,14,0,0,0,3,1,3,1,8
S00117111,83,63,20,3,0,0,1,0,1,2,16
S00117112,181,126,55,9,5,0,3,0,16,10,37
S00117113,92,51,41,9,2,2,3,1,15,13,27
S00117114,74,40,34,2,0,1,7,1,12,12,16
S00117115,73,51,22,5,3,1,2,0,9,6,11
S00117116,130,82,48,8,2,4,3,0,15,17,32
S00117117,64,36,28,4,2,1,1,1,14,8,17
S00117118,148,105,43,4,2,0,3,0,14,16,23
S00117119,133,81,52,10,9,4,6,1,20,13,20
S00117120,113,67,46,5,7,5,9,1,14,13,19
S00117121,152,98,54,9,5,1,5,3,7,19,27
S00117122,79,53,26,0,1,0,2,1,7,8,12
S00117123,93,53,40,6,7,0,6,0,10,16,23
S00117124,65,35,30,3,1,1,4,0,10,11,16
S00117125,124,99,25,3,2,0,6,0,7,8,9
S00117126,99,68,31,6,5,1,1,0,5,2,24
S00117127,101,50,51,9,0,2,4,0,15,29,25
S00117128,103,61,42,7,0,0,2,3,13,15,21
S00117129,69,32,37,6,4,0,4,0,14,4,22
S00117130,108,47,61,11,8,3,2,0,20,13,39
S00117131,135,41,94,27,12,1,2,0,36,16,61
S00117132,88,55,33,8,2,0,1,0,4,11,21
S00117133,78,44,34,6,4,0,0,2,9,4,26
S00117134,91,45,46,8,3,2,1,1,14,14,28
S00117135,57,42,15,2,0,1,2,0,2,6,9
S00117136,107,76,31,6,1,0,3,0,6,7,20
S00117137,101,55,46,10,5,6,7,5,11,8,30
S00117138,150,101,49,8,3,4,5,0,10,9,36
S00117139,75,53,22,6,0,0,2,0,5,5,14
S00117140,84,44,40,7,2,1,2,1,18,17,28
S00117141,93,56,37,8,4,0,2,1,13,6,22
S00117142,80,44,36,7,2,0,2,2,10,15,24
S00117143,85,67,18,1,1,1,0,1,4,1,14
S00117144,67,58,9,2,0,0,0,1,2,3,7
S00117145,106,91,15,2,1,0,1,1,2,5,10
S00117146,86,55,31,5,4,0,3,0,6,8,17
S00117147,106,63,43,8,4,0,1,0,4,20,18
S00117148,85,56,29,3,2,1,2,0,6,8,19
S00117149,109,73,36,9,0,1,1,0,5,10,23
S00117150,97,53,44,13,2,2,3,1,13,11,23
S00117151,80,58,22,4,2,0,2,0,4,9,12
S00117152,66,35,31,4,3,1,2,0,10,8,16
S00117153,141,81,60,7,5,7,4,1,16,13,41
S00117154,108,91,17,2,0,0,0,0,1,4,15
S00117155,95,59,36,10,7,2,2,1,12,11,19
S00117156,115,82,33,5,1,1,3,1,11,4,23
S00117157,110,80,30,1,0,0,0,2,9,7,19
S00117158,98,69,29,6,4,2,2,0,12,6,19
S00117159,171,138,33,2,1,0,1,0,5,4,28
S00117160,143,97,46,10,5,3,1,0,14,2,35
S00117161,88,55,33,13,6,0,0,0,8,2,25
S00117162,127,80,47,14,1,1,2,1,12,2,33
S00117163,80,48,32,6,7,3,5,2,8,2,18
S00117164,82,61,21,2,1,0,2,0,5,5,17
S00117165,72,46,26,4,3,1,0,0,10,6,16
S00117166,88,43,45,12,6,0,1,0,12,12,26
S00117167,60,27,33,8,1,0,1,0,8,2,25
S00117168,53,34,19,3,1,0,2,0,6,4,14
S00117169,97,54,43,8,6,1,4,0,12,15,27
S00117170,88,45,43,9,3,1,3,0,12,14,27
S00117171,104,74,30,7,0,0,2,1,5,0,20
S00117172,82,41,41,11,10,0,1,0,8,4,28
S00117173,53,28,25,5,3,0,2,0,6,1,17
S00117174,61,40,21,6,2,0,1,0,7,6,11
S00117175,121,65,56,17,7,1,3,1,21,7,38
S00117176,70,46,24,5,2,3,0,0,7,7,9
S00117177,78,38,40,12,5,0,1,2,13,8,27
S00117178,102,82,20,1,0,0,0,1,0,5,14
S00117179,179,138,41,9,2,1,2,0,10,8,31
S00117180,173,86,87,19,10,0,3,0,28,38,56
S00117181,150,120,30,8,0,0,1,0,4,3,20
S00117182,146,115,31,9,1,2,0,1,10,6,20
S00117183,116,72,44,9,3,0,0,0,11,10,31
S00117184,121,81,40,7,3,6,6,4,9,8,24
S00117185,107,47,60,14,7,2,1,1,18,8,49
S00117186,70,52,18,3,0,0,1,0,5,5,13
S00117187,112,93,19,3,2,0,0,0,4,0,17
S00117188,99,67,32,3,3,0,2,0,9,2,20
S00117189,107,54,53,14,4,2,2,1,18,5,35
S00117190,81,57,24,8,1,0,2,0,6,3,17
S00117191,131,71,60,22,5,2,0,1,19,5,46
S00117192,118,77,41,7,6,1,2,1,13,5,22
S00117193,67,28,39,10,3,0,1,0,19,10,26
S00117194,56,23,33,8,6,0,1,0,13,6,22
S00117195,72,31,41,11,1,1,3,1,13,10,22
S00117196,109,66,43,11,6,0,0,0,16,7,24
S00117197,194,161,33,6,5,1,1,0,9,7,20
S00117198,79,45,34,8,4,1,3,1,13,5,19
S00117199,146,114,32,7,1,0,1,0,1,6,19
S00117200,173,104,69,9,5,0,3,1,11,21,46
S00117201,99,77,22,8,6,5,7,4,9,6,16
S00117202,50,38,12,4,1,0,1,0,6,5,6
S00117203,62,50,12,1,1,0,0,0,2,9,6
S00117204,66,44,22,6,1,0,3,0,6,9,8
S00117205,94,60,34,4,3,1,2,0,11,7,22
S00117206,63,39,24,5,5,1,3,0,7,6,12
S00117207,143,114,29,2,5,0,5,1,4,5,15
S00117208,107,73,34,5,1,1,4,0,7,4,21
S00117209,71,47,24,5,0,0,1,1,8,5,14
S00117210,94,38,56,12,7,5,11,1,10,14,28
S00117211,139,113,26,3,2,1,0,2,4,4,17
S00117212,155,135,20,2,0,2,0,0,7,2,13
S00117213,104,69,35,6,2,1,4,2,16,12,20
S00117214,61,30,31,8,3,4,3,0,7,4,16
S00117215,73,34,39,6,5,4,4,1,11,8,26
S00117216,106,87,19,1,1,0,1,0,3,3,11
S00117217,109,86,23,2,1,0,4,0,5,2,12
S00117218,98,68,30,3,1,1,1,3,7,5,20
S00117219,98,66,32,7,1,0,4,1,5,7,17
S00117220,141,111,30,5,2,0,6,0,7,9,22
S00117221,104,76,28,6,3,0,1,3,7,11,11
S00117222,103,75,28,8,1,0,0,0,6,5,20
S00117223,120,92,28,2,1,0,8,0,4,6,12
S00117224,127,93,34,2,1,0,2,1,11,11,21
S00117225,60,45,15,2,0,0,0,0,4,2,13
S00117226,132,93,39,8,1,1,1,1,9,4,29
S00117227,142,93,49,7,1,2,6,2,19,12,31
S00117228,175,119,56,5,6,2,4,1,18,14,36
S00117229,75,55,20,3,1,0,3,1,3,2,13
S00117230,86,58,28,2,0,0,1,0,10,12,19
S00117231,102,67,35,5,2,0,0,0,7,7,24
S00117232,123,83,40,10,4,0,2,0,10,12,29
S00117233,114,94,20,3,1,0,3,0,3,4,14
S00117234,132,116,16,1,0,0,3,0,2,4,9
S00117235,95,82,13,3,2,0,0,0,2,2,10
S00117236,129,105,24,2,0,0,1,0,1,7,15
S00117237,82,62,20,2,0,0,1,0,2,8,12
S00117238,134,108,26,8,1,0,0,0,4,4,16
S00117239,83,56,27,5,1,0,1,1,6,6,16
S00117240,102,37,65,27,6,0,4,0,21,14,28
S00117241,145,74,71,12,12,1,3,0,26,28,43
S00117242,119,90,29,1,0,0,2,0,8,7,21
S00117243,105,54,51,15,3,2,7,1,20,11,30
S00117244,137,84,53,9,3,0,2,0,20,9,35
S00117245,109,63,46,12,3,0,3,1,17,6,25
S00117246,74,42,32,4,1,1,3,5,8,9,14
S00117247,77,53,24,6,1,1,1,0,9,2,14
S00117248,102,58,44,13,7,0,1,0,17,11,25
S00117249,102,60,42,14,6,0,1,1,13,6,29
S00117250,59,35,24,2,2,1,3,0,2,10,13
S00117251,135,91,44,6,1,2,2,2,11,21,25
S00117252,72,34,38,7,1,2,6,1,13,9,24
S00117253,62,24,38,6,2,0,3,0,17,5,28
S00117254,118,58,60,12,3,1,4,0,16,16,24
S00117255,52,18,34,6,5,4,3,2,17,6,16
S00117256,50,31,19,2,1,1,1,0,2,8,7
S00117257,97,82,15,2,1,0,1,0,3,5,11
S00117258,144,56,88,17,6,1,2,0,32,31,58
S00117259,138,109,29,8,2,0,0,0,5,7,19
S00117260,123,100,23,3,1,1,4,1,1,1,14
S00117261,63,54,9,0,0,0,3,0,4,3,4
S00117262,88,72,16,0,1,0,2,1,1,5,11
S00117263,128,112,16,0,3,0,1,0,1,2,11
S00117264,139,106,33,2,2,0,3,0,4,3,23
S00117265,126,101,25,4,3,1,2,0,4,3,15
S00117266,99,61,38,1,2,0,6,0,14,10,17
S00117267,150,126,24,2,0,0,3,2,4,9,9
S00117268,111,89,22,1,2,0,1,0,2,3,17
S00117269,155,99,56,15,6,3,2,1,20,9,36
S00117270,93,59,34,7,4,2,1,0,8,5,24
S00117271,101,85,16,4,0,0,1,0,0,1,10
S00117272,111,88,23,4,1,1,0,0,6,1,16
S00117273,119,102,17,1,0,0,0,0,4,1,12
S00117274,78,59,19,2,0,0,0,0,6,4,12
S00117275,53,45,8,3,0,0,0,0,2,1,3
S00117276,50,38,12,3,1,0,0,0,3,1,7
S00117277,52,44,8,0,0,0,0,0,1,5,4
S00117278,85,66,19,3,0,0,2,0,0,2,15
S00117279,60,47,13,1,1,0,0,0,1,3,7
S00117280,63,52,11,5,0,0,0,0,4,0,8
S00117281,93,74,19,4,3,0,0,0,3,4,12
S00117282,134,91,43,8,2,0,0,0,10,13,23
S00117283,114,80,34,8,2,0,2,2,6,5,22
S00117284,96,72,24,7,4,1,2,0,3,5,13
S00117285,93,56,37,9,4,0,1,1,11,8,22
S00117286,133,111,22,4,3,0,5,0,1,5,7
S00117287,61,45,16,1,0,0,2,1,2,6,12
S00117288,81,29,52,10,6,0,1,0,19,14,27
S00117289,129,98,31,3,1,1,1,0,6,11,24
S00117290,79,66,13,2,2,0,0,0,3,2,10
S00117291,62,49,13,3,0,0,1,0,2,5,8
S00117292,87,46,41,9,2,0,3,0,17,15,21
S00117293,72,44,28,8,2,0,0,0,8,2,17
S00117294,111,79,32,13,3,0,3,0,9,8,16
S00117295,52,29,23,1,0,0,6,1,2,6,14
S00117296,95,75,20,4,0,0,0,0,2,10,11
S00117297,92,75,17,1,3,0,3,1,3,2,11
S00117298,103,84,19,4,0,0,3,0,1,3,10
S00117299,58,45,13,0,1,2,4,2,0,2,8
S00117300,115,100,15,0,1,0,0,0,1,1,12
S00117301,157,102,55,18,10,1,0,1,20,11,27
S00117302,50,38,12,1,1,0,1,0,1,4,7
S00117303,108,81,27,3,0,0,1,0,4,14,16
S00117304,132,103,29,6,1,0,3,1,1,6,18
S00117305,64,50,14,2,0,0,4,0,2,2,6
S00117306,101,90,11,3,2,0,0,1,0,1,6
S00117307,79,63,16,0,0,0,3,1,5,1,9
S00117308,131,104,27,8,3,0,0,0,7,4,19
S00117309,58,23,35,11,2,0,1,0,5,2,26
S00117310,61,46,15,1,0,0,0,0,0,8,7
S00117311,51,13,38,7,4,1,5,1,11,18,20
S00117312,116,57,59,12,5,0,0,0,17,15,42
S00117313,143,91,52,12,6,1,2,1,15,12,30
S00117314,64,43,21,1,0,1,0,0,4,9,12
S00117315,98,77,21,1,3,0,1,0,5,7,13
S00117316,71,45,26,5,3,0,0,1,10,5,19
S00117317,128,62,66,12,6,2,0,0,31,14,43
S00117318,103,67,36,6,6,0,5,1,10,6,23
S00117319,70,50,20,1,2,0,0,0,9,5,12
S00117320,68,52,16,3,1,0,0,0,2,8,8
S00117321,107,80,27,4,4,0,5,0,8,14,19
S00117322,50,27,23,5,4,0,1,0,7,11,11
S00117323,92,57,35,4,2,0,5,0,13,10,16
S00117324,71,55,16,1,2,0,3,0,8,6,10
S00117325,139,99,40,4,1,0,5,2,12,9,21
S00117326,99,73,26,4,2,1,3,1,5,7,11
S00117327,79,53,26,10,0,1,0,1,9,5,17
S00117328,50,30,20,10,3,0,0,0,3,2,14
S00117329,122,76,46,8,3,2,4,1,16,6,27
S00117330,153,89,64,8,1,1,4,9,18,18,34
S00117331,80,43,37,4,2,0,4,0,9,15,23
S00117332,61,18,43,11,5,0,4,0,10,12,26
S00117333,106,63,43,9,6,1,0,0,17,14,25
S00117334,116,89,27,3,0,0,2,2,5,7,13
S00117335,88,57,31,5,4,0,3,0,10,12,16
S00117336,140,91,49,8,2,1,3,1,6,14,32
S00117337,81,45,36,5,4,0,5,0,15,11,16
S00117338,124,102,22,4,0,2,3,0,3,3,12
S00117339,166,132,34,7,2,0,1,1,7,5,25
S00117340,69,45,24,3,1,1,4,0,4,10,15
S00117341,126,92,34,4,0,2,3,1,3,10,23
S00117342,101,31,70,25,5,0,2,0,11,10,41
S00117343,86,64,22,7,4,2,3,0,7,1,9
S00117344,100,83,17,1,0,0,0,0,1,5,11
S00117345,103,76,27,5,2,0,5,1,3,5,14
S00117346,122,94,28,7,0,0,2,1,6,2,19
S00117347,107,81,26,6,0,1,3,0,0,2,20
S00117348,106,89,17,2,0,0,0,1,5,0,11
S00117349,151,122,29,5,3,0,0,1,4,2,20
S00117350,56,22,34,20,8,0,0,0,15,1,15
S00117351,165,118,47,9,4,1,6,0,5,5,28
S00117352,131,85,46,19,11,0,1,0,16,1,29
S00117353,56,28,28,3,3,0,1,1,4,7,17
S00117354,71,49,22,5,0,0,1,1,2,5,14
S00117355,107,76,31,4,0,0,4,0,6,6,18
S00117356,160,125,35,3,1,0,4,1,5,11,21
S00117357,90,61,29,6,0,0,0,0,3,7,19
S00117358,109,82,27,4,2,0,2,0,7,11,11
S00117359,108,92,16,2,1,0,0,0,3,4,11
S00117360,65,49,16,5,1,0,0,0,3,1,11
S00117361,62,39,23,3,2,1,1,0,5,7,12
S00117362,56,39,17,3,3,0,0,1,3,3,11
S00117363,78,61,17,1,0,0,0,0,1,4,11
S00117364,139,91,48,7,5,0,2,2,12,6,34
S00117365,112,84,28,8,2,0,5,1,1,4,13
S00117366,65,48,17,8,2,0,2,0,1,7,9
S00117367,181,131,50,17,6,1,1,0,6,4,32
S00117368,93,73,20,4,2,0,0,0,1,1,13
S00117369,113,92,21,2,0,1,1,1,5,4,15
S00117370,83,57,26,6,0,0,1,0,4,2,16
S00117371,65,51,14,3,0,0,0,0,2,1,9
S00117372,134,104,30,5,2,0,5,2,5,5,18
S00117373,186,127,59,14,2,3,2,0,14,8,35
S00117374,69,58,11,2,0,0,1,0,2,1,5
S00117375,66,50,16,1,0,0,0,1,2,4,9
S00117376,139,104,35,10,2,0,5,0,2,4,18
S00117377,129,84,45,4,2,0,2,0,11,4,33
S00117378,73,50,23,2,1,0,4,1,2,5,14
S00117379,139,89,50,10,2,2,3,5,14,14,27
S00117380,216,155,61,10,4,0,2,0,10,12,41
S00117381,135,77,58,3,5,0,1,0,20,18,36
S00117382,79,60,19,3,3,0,1,0,5,3,12
S00117383,147,99,48,6,2,1,1,0,13,10,28
S00117384,53,28,25,3,1,2,2,1,4,10,18
S00117385,69,38,31,9,2,0,1,0,11,9,19
S00117386,125,91,34,2,0,0,5,0,5,9,22
S00117387,70,18,52,12,8,5,3,0,27,6,27
S00117388,84,43,41,8,5,4,3,2,18,4,25
S00117389,64,34,30,9,1,1,0,0,7,3,22
S00117390,105,62,43,10,5,1,2,0,19,11,24
S00117391,86,58,28,6,2,1,0,0,9,10,14
S00117392,127,75,52,5,7,2,1,2,16,16,28
S00117393,55,30,25,6,4,0,0,0,4,8,19
S00117394,143,110,33,2,3,0,5,2,8,4,17
S00117395,141,94,47,8,2,0,5,1,14,6,27
S00117396,84,36,48,11,3,2,5,0,19,17,23
S00117397,153,102,51,6,2,6,9,6,13,13,23
S00117398,76,55,21,4,1,0,7,1,2,6,10
S00117399,71,49,22,1,0,0,5,0,4,8,14
S00117400,131,78,53,9,2,1,4,1,8,19,26
S00117401,81,53,28,3,3,0,6,0,10,11,19
S00117402,187,132,55,11,4,1,8,0,9,17,33
S00117403,119,78,41,7,1,0,11,1,6,12,19
S00117404,58,42,16,3,1,0,3,1,2,6,9
S00117405,150,128,22,6,2,1,2,0,2,0,16
S00117406,107,93,14,1,3,0,2,0,2,1,8
S00117407,203,111,92,3,1,0,4,3,16,30,54
S00117408,61,48,13,2,0,0,2,1,1,2,10
S00117409,110,79,31,3,0,1,3,1,8,5,18
S00117410,76,58,18,3,3,0,3,0,1,1,12
S00117411,188,137,51,7,3,2,9,1,7,9,32
S00117412,110,73,37,6,2,2,3,0,8,12,19
S00117413,84,38,46,8,1,0,0,0,10,9,31
S00117414,153,115,38,2,2,0,2,0,5,5,28
S00117415,208,169,39,5,4,1,2,1,9,4,28
S00117416,238,192,46,11,3,0,1,0,7,1,29
S00117417,126,99,27,2,2,0,2,0,4,2,17
S00117418,224,185,39,5,1,0,2,0,4,6,26
S00117419,84,61,23,6,2,0,1,0,2,1,17
S00117420,139,100,39,9,4,1,2,0,10,11,25
S00117421,78,50,28,4,0,1,5,1,5,5,19
S00117422,86,49,37,5,2,1,2,0,9,16,18
S00117423,66,38,28,2,1,0,4,0,11,11,11
S00117424,77,51,26,1,0,0,1,0,3,8,18
S00117425,139,99,40,2,2,0,6,0,6,20,18
S00117426,140,97,43,8,6,0,3,0,15,6,30
S00117427,76,56,20,3,2,0,3,0,5,8,7
S00117428,66,41,25,2,1,1,2,0,10,10,7
S00117429,69,49,20,1,2,0,2,0,8,5,8
S00117430,140,58,82,34,9,2,6,1,31,15,44
S00117431,91,65,26,1,2,0,2,0,9,5,18
S00117432,127,110,17,1,2,0,2,0,4,4,7
S00117433,125,103,22,2,0,0,1,1,1,7,14
S00117434,90,67,23,5,2,0,0,1,4,2,12
S00117435,104,58,46,7,6,1,2,0,12,7,33
S00117436,117,72,45,12,3,0,6,0,9,10,31
S00117437,150,96,54,10,5,1,4,1,20,17,25
S00117438,202,117,85,28,15,4,3,0,28,28,53
S00117439,111,64,47,8,1,2,6,0,13,14,24
S00117440,232,181,51,5,2,2,6,3,8,12,27
S00117441,93,46,47,6,4,3,3,0,13,17,22
S00117442,75,15,60,22,14,3,8,2,25,20,34
S00117443,59,41,18,5,2,0,1,1,3,6,13
S00117444,145,93,52,9,4,0,5,1,16,9,34
S00117445,94,76,18,2,1,1,1,0,4,6,11
S00117446,92,44,48,6,4,0,0,1,11,20,24
S00117447,73,55,18,3,1,1,1,0,4,9,9
S00117448,103,67,36,3,1,4,1,0,8,12,21
S00117449,72,45,27,8,0,2,0,2,5,9,19
S00117450,81,46,35,13,6,1,0,1,13,7,23
S00117451,108,57,51,11,7,1,2,0,17,9,33
S00117452,65,47,18,5,1,0,1,0,6,2,11
S00117453,97,53,44,15,6,1,1,1,11,3,28
S00117454,97,64,33,2,4,0,1,0,5,12,19
S00117455,69,48,21,6,3,0,3,0,2,6,18
S00117456,115,67,48,19,4,1,2,0,13,7,28
S00117457,57,34,23,11,5,0,1,0,7,6,10
S00117458,93,43,50,14,4,0,2,0,17,10,28
S00117459,94,69,25,6,0,0,0,0,8,5,12
S00117460,78,58,20,2,0,0,2,0,4,4,13
S00117461,73,46,27,3,2,7,0,0,7,1,14
S00117462,81,31,50,12,5,0,5,0,17,16,27
S00117463,86,69,17,7,1,0,0,2,2,2,12
S00117464,121,93,28,9,0,1,2,3,2,4,10
S00117465,94,50,44,12,3,3,4,3,11,12,24
S00117466,65,37,28,9,2,1,3,0,6,4,17
S00117467,108,56,52,16,4,1,2,0,15,13,32
S00117468,107,68,39,8,2,3,1,0,6,3,29
S00117469,92,54,38,11,4,1,3,3,8,11,22
S00117470,135,92,43,10,2,0,0,0,1,1,32
S00117471,68,51,17,2,0,0,1,0,4,2,12
S00117472,119,91,28,6,1,0,5,2,6,1,17
S00117473,102,72,30,6,0,0,3,3,6,6,13
S00117474,111,78,33,5,5,0,2,1,6,7,18
S00117475,69,47,22,8,5,0,2,0,5,7,9
S00117476,69,37,32,7,4,2,4,0,10,18,15
S00117477,68,40,28,3,4,1,0,0,6,5,17
S00117478,107,90,17,4,2,0,0,1,3,3,11
S00117479,84,68,16,2,3,0,0,0,2,2,11
S00117480,109,69,40,9,2,0,1,1,9,8,26
S00117481,87,56,31,5,4,0,2,0,14,4,16
S00117482,108,80,28,5,0,0,1,0,6,3,23
S00117483,178,151,27,4,0,0,0,0,5,4,20
S00117484,149,91,58,9,7,3,7,3,15,7,35
S00117485,79,55,24,3,1,0,2,0,8,8,16
S00117486,124,89,35,8,1,1,3,1,11,5,19
S00117487,101,62,39,7,5,0,1,0,11,9,23
S00117488,142,83,59,19,8,2,0,2,21,8,34
S00117489,105,61,44,11,5,8,3,2,13,4,26
S00117490,59,30,29,5,2,0,1,0,4,10,19
S00117491,90,58,32,11,5,4,9,2,13,8,21
S00117492,116,72,44,12,4,0,1,0,15,6,33
S00117493,178,137,41,5,1,0,4,2,8,5,29
S00117494,124,85,39,4,2,0,4,1,9,12,21
S00117495,52,38,14,1,1,0,1,0,3,2,10
S00117496,139,124,15,0,1,0,1,0,0,0,14
S00117497,112,75,37,8,1,0,0,2,13,6,25
S00117498,197,83,114,26,12,0,1,0,41,17,80
S00117499,109,66,43,8,5,2,10,1,11,17,25
S00117500,164,133,31,1,3,0,2,3,5,5,21
S00117501,96,61,35,6,2,0,3,0,8,8,24
S00117502,149,122,27,4,1,0,1,0,5,6,16
S00117503,162,126,36,5,1,0,0,1,7,5,26
S00117504,71,26,45,18,9,0,0,1,22,7,22
S00117505,82,31,51,14,11,4,1,1,22,7,34
S00117506,137,106,31,3,2,0,3,0,5,1,23
S00117507,152,111,41,16,0,0,1,0,4,3,26
S00117508,220,179,41,5,1,1,2,6,2,6,26
S00117509,112,97,15,3,1,0,0,0,1,2,11
S00117510,144,115,29,1,4,0,0,0,2,3,22
S00117511,213,179,34,7,4,0,4,0,3,3,21
S00117512,127,106,21,5,1,1,2,0,4,2,13
S00117513,133,109,24,5,1,0,1,1,3,4,18
S00117514,61,52,9,1,0,0,0,0,1,0,7
S00117515,129,107,22,2,1,0,2,1,5,1,13
S00117516,169,142,27,8,1,0,0,0,6,3,15
S00117517,260,207,53,12,7,2,2,1,6,8,34
S00117518,139,111,28,5,3,1,1,1,7,3,17
S00117519,197,156,41,9,2,1,0,1,5,9,23
S00117520,154,124,30,2,1,0,2,0,8,3,22
S00117521,138,114,24,4,0,0,0,2,4,4,16
S00117522,154,129,25,1,1,0,0,1,4,2,19
S00117523,129,112,17,3,0,0,2,1,2,1,13
S00117524,125,70,55,16,5,2,2,3,20,10,34
S00117525,76,56,20,3,0,0,1,0,10,2,8
S00117526,149,106,43,12,4,2,2,2,11,9,27
S00117527,69,48,21,3,2,1,1,0,2,6,13
S00117528,60,33,27,9,3,0,0,0,9,1,16
S00117529,147,115,32,5,2,0,2,1,7,6,24
S00117530,168,147,21,3,1,1,1,0,2,4,18
S00117531,197,149,48,7,5,0,0,0,4,5,39
S00117532,82,64,18,5,1,0,1,1,1,3,11
S00117533,139,111,28,5,2,0,4,0,0,1,21
S00117534,91,79,12,1,2,0,2,0,0,0,9
S00117535,97,66,31,7,4,1,1,1,9,5,22
S00117536,97,74,23,5,1,1,2,0,3,0,15
S00117537,75,51,24,6,2,2,2,2,2,2,10
S00117538,82,47,35,3,3,1,1,1,11,5,20
S00117539,54,21,33,9,5,0,0,1,11,6,20
S00117540,127,82,45,11,4,0,3,0,11,7,36
S00117541,97,81,16,3,0,0,2,0,1,2,11
S00117542,92,80,12,1,0,0,1,0,0,4,8
S00117543,128,108,20,4,1,0,1,1,5,2,10
S00117544,178,110,68,13,6,1,8,2,24,7,41
S00117545,52,32,20,1,1,0,0,0,5,5,16
S00117546,69,36,33,8,4,0,0,0,7,9,23
S00117547,108,61,47,11,3,1,1,3,16,6,31
S00117548,61,35,26,4,1,1,1,0,9,9,20
S00117549,152,98,54,9,6,1,3,0,15,21,35
S00117550,136,103,33,4,2,2,5,3,12,7,19
S00117551,67,30,37,7,2,1,3,0,10,16,15
S00117552,64,33,31,10,2,0,4,1,9,13,13
S00117553,80,73,7,1,2,0,1,1,0,0,2
S00117554,129,84,45,11,4,0,1,0,12,9,31
S00117555,196,172,24,5,1,0,0,2,2,0,18
S00117556,108,84,24,7,0,0,0,1,2,6,16
S00117557,119,87,32,2,3,0,2,1,5,12,18
S00117558,139,113,26,2,2,1,5,1,2,6,16
S00117559,67,53,14,2,0,0,5,1,2,2,6
S00117560,121,97,24,2,0,1,5,1,3,3,16
S00117561,60,48,12,1,0,0,2,0,1,2,8
S00117562,176,146,30,4,1,0,16,1,0,4,9
S00117563,76,65,11,3,0,0,1,0,1,3,5
S00117564,143,100,43,6,2,1,6,0,4,16,27
S00117565,172,141,31,4,1,0,3,1,8,3,18
S00117566,121,88,33,4,3,0,3,1,5,6,21
S00117567,124,104,20,1,0,0,5,2,2,3,9
S00117568,71,68,3,0,0,0,0,0,0,0,3
S00117569,124,104,20,2,1,0,3,1,2,4,11
S00117570,140,110,30,10,1,0,1,1,5,5,14
S00117571,97,71,26,1,0,0,1,0,11,7,14
S00117572,80,63,17,1,3,0,0,2,1,2,9
S00117573,98,77,21,5,0,0,0,1,2,2,15
S00117574,152,134,18,1,0,0,0,2,2,3,14
S00117575,201,165,36,7,3,0,3,1,9,7,20
S00117576,72,56,16,4,0,0,0,0,3,1,10
S00117577,200,97,103,29,6,0,1,0,59,10,42
S00117578,116,105,11,1,1,0,0,1,2,1,7
S00117579,89,72,17,1,0,0,1,2,2,4,10
S00117580,137,122,15,1,1,0,0,0,0,1,12
S00117581,167,137,30,4,0,1,3,1,3,4,22
S00117582,158,122,36,5,2,1,2,0,3,5,24
S00117583,137,117,20,4,1,0,1,1,1,4,12
S00117584,151,133,18,2,1,0,0,0,5,5,11
S00117585,131,100,31,4,0,1,4,0,7,3,21
S00117586,95,76,19,2,1,0,1,2,2,5,8
S00117587,52,45,7,0,0,0,1,0,2,2,6
S00117588,106,78,28,4,4,0,2,1,9,6,14
S00117589,109,72,37,6,1,0,0,2,5,17,16
S00117590,63,46,17,2,0,0,1,0,6,3,12
