oa_code,All households,No adults in employment in household: With dependent children,No adults in employment in household: No dependent children,Dependent children in household: All ages,Dependent children in household: Aged 0 to 4,One or more persons in household with a long-term health problem or disability: With dependent children,One or more persons in household with a long-term health problem or disability: No dependent children
S00089666,50,0,10,2,1,1,2
S00089667,44,1,10,1,1,0,6
S00089668,61,0,25,4,2,0,18
S00089669,66,0,12,3,3,0,9
S00089670,38,1,20,3,1,0,2
S00089671,46,3,9,6,2,2,10
S00089672,86,3,45,6,3,2,36
S00089673,78,0,59,1,0,1,45
S00089674,80,0,14,6,5,1,11
S00089675,78,1,9,5,4,1,4
S00089676,49,0,10,2,0,0,8
S00089677,72,0,18,5,3,0,12
S00089678,36,0,2,6,2,1,3
S00089679,82,2,25,6,3,4,14
S00089680,83,1,26,3,2,0,13
S00089681,57,0,13,3,0,0,12
S00089682,33,0,8,4,2,1,5
S00089683,46,0,10,3,1,0,7
S00089684,50,0,8,5,3,2,9
S00089685,65,0,16,6,3,1,9
S00089686,25,0,7,4,0,0,2
S00089687,46,0,14,5,3,0,4
S00089688,51,1,14,7,4,1,12
S00089689,42,0,15,0,0,0,14
S00089690,69,0,25,7,3,2,17
S00089691,68,0,29,14,8,0,20
S00089692,25,0,8,5,1,0,7
S00089693,28,0,8,3,2,0,2
S00089694,57,0,9,10,8,1,0
S00089695,58,1,10,11,1,2,5
S00089696,62,0,7,12,10,1,8
S00089697,36,1,4,14,7,2,1
S00089698,47,1,13,9,3,1,7
S00089699,32,1,8,6,3,0,3
S00089700,51,0,8,7,6,1,8
S00089701,44,0,9,8,4,1,13
S00089702,30,0,3,8,4,3,1
S00089703,56,0,14,23,8,1,12
S00089704,49,0,12,15,2,1,7
S00089705,42,0,8,12,3,1,10
S00089706,54,1,15,20,6,2,12
S00089707,48,1,24,6,2,1,30
S00089708,39,0,14,6,0,2,13
S00089709,40,0,15,11,2,0,9
S00089710,72,0,35,6,3,0,31
S00089711,71,2,30,14,7,2,27
S00089712,50,0,20,12,3,1,14
S00089713,48,0,16,11,4,2,16
S00089714,60,0,14,21,9,0,12
S00089715,39,1,8,18,6,1,9
S00089716,56,0,43,2,0,0,38
S00089717,64,2,31,15,4,1,17
S00089718,63,1,10,30,12,3,10
S00089719,76,0,15,24,11,3,12
S00089720,64,2,11,25,6,1,10
S00089721,63,0,11,33,19,3,5
S00089722,55,0,16,7,6,1,9
S00089723,23,0,4,5,5,0,2
S00089724,42,1,10,9,5,1,4
S00089725,41,0,7,13,4,1,5
S00089726,53,0,12,17,6,2,8
S00089727,50,1,10,10,3,2,8
S00089728,46,0,12,11,4,1,13
S00089729,76,0,21,15,6,2,10
S00089730,58,0,5,1,0,0,6
S00089731,49,0,11,14,6,1,7
S00089732,84,0,40,12,1,3,33
S00089733,56,2,20,13,3,2,10
S00089734,52,0,25,9,5,0,19
S00089735,41,0,7,3,2,0,4
S00089736,54,0,11,5,3,0,5
S00089737,50,1,10,2,2,0,10
S00089738,41,0,10,8,2,0,10
S00089739,39,0,12,6,4,1,13
S00089740,70,1,15,12,4,1,11
S00089741,45,0,18,16,6,2,11
S00089742,53,0,9,32,14,1,8
S00089743,57,0,11,31,8,4,8
S00089744,38,0,13,9,3,2,4
S00089745,55,1,10,20,4,4,8
S00089746,53,1,12,21,6,1,5
S00089747,44,1,8,12,7,2,6
S00089748,46,1,6,11,7,4,5
S00089749,26,0,4,9,4,1,3
S00089750,63,0,5,8,1,1,2
S00089751,44,0,9,15,4,1,6
S00089752,41,1,8,14,1,1,3
S00089753,53,0,12,20,6,2,9
S00089754,49,0,4,19,9,1,5
S00089755,28,0,4,11,3,0,4
S00089756,37,0,5,8,5,1,6
S00089757,64,1,14,11,6,1,8
S00089758,55,2,25,12,5,0,12
S00089759,68,1,16,20,7,2,16
S00089760,53,0,6,1,1,0,8
S00089761,22,2,1,8,2,2,5
S00089762,70,2,11,10,8,2,6
S00089763,59,0,14,6,3,0,7
S00089764,58,1,11,17,9,3,8
S00089765,52,1,7,18,9,2,11
S00089766,63,0,17,5,5,1,14
S00089767,39,0,4,3,2,0,3
S00089768,39,0,3,2,2,0,2
S00089769,36,0,4,6,3,1,0
S00089770,52,0,6,8,2,0,4
S00089771,64,0,15,1,1,0,5
S00089772,62,0,4,2,2,0,6
S00089773,71,0,9,5,2,2,9
S00089774,53,1,10,5,5,0,3
S00089775,54,0,6,3,2,0,4
S00089776,66,0,12,3,3,0,5
S00089777,59,1,4,3,1,1,4
S00089778,75,7,14,17,8,0,10
S00089779,66,0,25,0,0,0,22
S00089780,55,0,13,0,0,0,7
S00089781,69,0,11,1,0,0,3
S00089782,56,0,5,1,1,0,5
S00089783,57,0,53,0,0,0,30
S00089784,37,1,7,3,1,0,7
S00089785,64,8,7,30,13,5,12
S00089786,38,6,4,19,7,3,8
S00089787,55,0,14,4,2,1,11
S00089788,37,1,4,4,2,0,4
S00089789,71,1,16,6,4,1,8
S00089790,95,1,27,8,5,1,24
S00089791,42,0,13,3,2,1,12
S00089792,44,0,15,0,0,0,9
S00089793,43,0,5,4,2,1,4
S00089794,36,0,4,9,5,1,7
S00089795,72,5,23,16,7,1,13
S00089796,72,0,9,6,4,0,3
S00089797,63,0,8,1,0,0,5
S00089798,63,0,4,3,3,1,5
S00089799,70,1,15,15,5,4,12
S00089800,65,1,13,5,2,0,4
S00089801,62,0,46,1,1,1,42
S00089802,72,3,28,24,9,4,23
S00089803,40,0,11,9,6,1,12
S00089804,58,2,17,13,5,4,19
S00089805,40,0,20,6,1,0,17
S00089806,50,1,14,14,3,2,10
S00089807,42,1,13,8,3,2,14
S00089808,38,0,10,7,3,0,11
S00089809,53,8,14,15,7,6,13
S00089810,28,1,7,7,4,2,10
S00089811,41,4,8,10,4,3,8
S00089812,42,2,12,10,5,1,16
S00089813,57,4,7,17,9,3,13
S00089814,45,0,35,3,1,0,32
S00089815,40,4,12,13,1,7,13
S00089816,52,4,13,14,7,4,19
S00089817,59,5,16,16,8,3,20
S00089818,38,1,10,7,4,1,8
S00089819,73,2,16,25,14,1,19
S00089820,50,3,7,21,10,3,11
S00089821,51,1,16,11,6,2,19
S00089822,44,1,14,12,6,1,13
S00089823,43,3,18,10,2,2,12
S00089824,72,2,24,16,7,5,31
S00089825,68,2,20,14,2,7,25
S00089826,50,3,8,19,10,2,8
S00089827,46,2,7,15,7,4,13
S00089828,54,0,50,1,0,0,49
S00089829,42,0,13,8,4,0,19
S00089830,51,3,12,18,9,2,17
S00089831,46,1,14,11,1,3,16
S00089832,40,0,14,11,3,4,16
S00089833,65,1,20,17,11,1,16
S00089834,40,1,11,10,5,1,14
S00089835,43,1,15,10,5,0,17
S00089836,72,2,27,18,6,4,22
S00089837,68,4,23,19,13,6,27
S00089838,68,3,22,14,5,4,25
S00089839,35,3,8,10,6,6,8
S00089840,35,4,5,13,6,4,8
S00089841,48,4,12,17,6,2,8
S00089842,40,1,12,8,1,1,13
S00089843,50,6,8,26,7,9,9
S00089844,51,3,14,14,5,3,15
S00089845,55,2,16,18,7,3,16
S00089846,36,1,11,13,5,5,11
S00089847,34,1,8,14,5,1,8
S00089848,46,1,6,19,10,5,5
S00089849,59,2,10,13,2,2,16
S00089850,65,13,18,32,11,11,16
S00089851,40,2,16,11,4,1,16
S00089852,70,0,62,0,0,0,55
S00089853,70,6,17,22,13,5,22
S00089854,68,0,66,0,0,0,51
S00089855,72,4,24,21,14,4,22
S00089856,75,2,29,21,9,5,20
S00089857,57,0,25,12,4,3,19
S00089858,37,0,10,8,5,0,13
S00089859,48,6,7,19,9,3,9
S00089860,48,2,8,11,7,2,8
S00089861,51,1,15,11,3,2,9
S00089862,68,0,30,7,3,1,27
S00089863,64,1,19,20,6,8,17
S00089864,76,3,24,19,5,2,22
S00089865,57,1,15,15,6,1,12
S00089866,49,2,24,10,6,2,16
S00089867,52,4,11,22,8,1,12
S00089868,40,2,18,7,1,3,13
S00089869,67,1,21,18,5,5,8
S00089870,48,4,11,18,8,5,11
S00089871,63,0,39,12,1,2,35
S00089872,59,1,17,17,8,6,18
S00089873,67,0,18,26,9,2,16
S00089874,69,2,17,12,4,1,15
S00089875,68,1,27,11,6,4,31
S00089876,51,0,12,11,4,2,11
S00089877,45,1,15,11,2,2,14
S00089878,51,2,23,8,2,1,28
S00089879,62,2,11,15,4,2,13
S00089880,66,0,28,10,4,2,20
S00089881,74,0,22,12,5,6,25
S00089882,51,0,19,6,2,2,17
S00089883,46,0,25,5,2,1,12
S00089884,36,0,8,16,6,2,7
S00089885,76,2,31,11,5,2,26
S00089886,57,0,39,5,2,1,29
S00089887,49,3,17,13,8,2,14
S00089888,38,1,10,7,3,1,6
S00089889,49,0,31,0,0,0,25
S00089890,65,1,11,8,6,1,6
S00089891,69,1,25,13,8,3,21
S00089892,67,2,8,11,7,1,2
S00089893,73,0,27,10,4,2,30
S00089894,86,1,18,8,6,1,13
S00089895,40,0,9,7,4,0,4
S00089896,45,2,13,6,3,1,13
S00089897,66,4,27,9,3,3,29
S00089898,65,3,16,19,7,0,23
S00089899,51,0,15,9,2,2,14
S00089900,49,0,14,14,5,3,6
S00089901,40,0,11,8,3,0,10
S00089902,74,1,23,16,4,4,19
S00089903,67,1,21,14,8,2,17
S00089904,42,2,9,12,7,3,11
S00089905,52,0,19,12,6,2,16
S00089906,42,0,14,7,2,4,14
S00089907,49,0,22,7,5,0,20
S00089908,43,0,22,10,4,0,8
S00089909,28,0,11,6,1,2,12
S00089910,50,3,15,17,5,2,15
S00089911,64,4,16,17,5,4,27
S00089912,56,4,10,15,6,3,16
S00089913,47,0,21,4,2,0,9
S00089914,40,2,13,7,3,1,14
S00089915,40,0,24,2,1,1,19
S00089916,59,1,26,15,5,5,29
S00089917,43,1,8,16,5,3,11
S00089918,45,0,2,10,8,1,3
S00089919,42,0,12,16,5,6,11
S00089920,52,11,7,26,9,5,13
S00089921,40,4,9,12,2,5,16
S00089922,41,0,12,9,4,2,17
S00089923,41,1,11,13,8,1,13
S00089924,42,4,3,17,10,2,12
S00089925,47,0,17,7,2,2,21
S00089926,49,5,12,22,7,4,12
S00089927,43,1,14,8,4,1,15
S00089928,50,2,11,21,12,0,14
S00089929,54,4,11,21,8,2,12
S00089930,41,3,10,14,6,6,12
S00089931,44,3,12,14,3,3,16
S00089932,50,0,15,9,2,1,23
S00089933,39,2,13,13,7,4,12
S00089934,39,4,5,20,7,5,5
S00089935,58,14,11,23,11,5,11
S00089936,41,1,17,7,3,1,20
S00089937,36,2,10,15,8,3,9
S00089938,58,4,20,16,10,3,21
S00089939,66,3,25,13,8,6,31
S00089940,55,6,17,18,7,3,19
S00089941,49,3,12,22,11,3,9
S00089942,39,4,11,11,2,6,15
S00089943,44,2,19,9,5,1,19
S00089944,47,0,45,0,0,0,39
S00089945,58,2,10,8,5,5,15
S00089946,62,2,13,16,10,3,14
S00089947,40,2,10,14,6,5,13
S00089948,71,2,6,21,11,4,7
S00089949,57,0,23,11,4,1,27
S00089950,53,1,15,16,9,6,17
S00089951,48,0,19,6,3,0,20
S00089952,57,1,20,9,4,4,24
S00089953,40,1,22,3,2,0,25
S00089954,67,3,33,11,1,4,32
S00089955,74,3,12,18,5,5,24
S00089956,48,0,46,0,0,0,38
S00089957,45,1,12,10,4,4,13
S00089958,43,0,7,11,5,1,7
S00089959,56,3,24,11,3,5,26
S00089960,38,0,8,5,3,0,12
S00089961,44,0,20,5,2,2,19
S00089962,55,0,31,3,1,2,25
S00089963,53,5,22,12,8,2,20
S00089964,72,0,64,1,1,0,54
S00089965,70,1,19,18,6,2,23
S00089966,68,3,18,19,8,4,24
S00089967,54,2,15,13,6,2,22
S00089968,41,6,11,11,6,4,12
S00089969,47,0,20,8,3,2,21
S00089970,42,0,10,8,1,1,15
S00089971,73,3,23,30,6,6,19
S00089972,43,1,16,16,7,1,14
S00089973,44,2,12,17,5,4,10
S00089974,41,2,12,12,5,3,15
S00089975,54,2,14,12,6,4,16
S00089976,46,0,13,12,3,3,13
S00089977,42,0,9,13,4,2,12
S00089978,67,2,31,11,4,5,36
S00089979,44,1,13,12,2,3,19
S00089980,49,1,20,12,5,3,23
S00089981,50,0,46,0,0,0,39
S00089982,45,8,14,18,10,9,17
S00089983,37,3,13,13,10,2,12
S00089984,47,4,12,18,8,2,11
S00089985,50,1,14,13,6,2,19
S00089986,50,2,14,10,5,2,18
S00089987,43,2,16,11,5,5,15
S00089988,49,3,13,11,2,2,20
S00089989,48,1,16,8,4,2,18
S00089990,42,2,18,6,3,3,17
S00089991,42,1,8,11,3,4,7
S00089992,59,0,9,19,8,3,17
S00089993,39,2,9,11,5,3,8
S00089994,44,0,6,13,4,1,6
S00089995,40,0,9,15,5,0,9
S00089996,24,0,10,5,4,1,9
S00089997,57,0,22,12,5,0,15
S00089998,75,0,18,11,2,4,18
S00089999,47,1,17,14,6,0,12
S00090000,44,0,16,14,7,1,9
S00090001,39,0,20,8,2,1,12
S00090002,60,1,19,19,7,5,22
S00090003,48,3,7,18,9,9,14
S00090004,34,0,10,9,6,2,16
S00090005,25,0,8,6,3,3,11
S00090006,44,1,28,7,3,2,27
S00090007,71,5,13,34,12,12,13
S00090008,53,2,30,5,2,2,31
S00090009,44,4,12,16,10,4,15
S00090010,38,5,7,14,9,4,9
S00090011,49,2,9,17,9,2,10
S00090012,54,2,14,21,3,5,16
S00090013,40,1,7,10,0,4,18
S00090014,55,3,12,14,6,3,16
S00090015,41,3,6,20,11,5,10
S00090016,50,0,16,11,2,1,17
S00090017,48,1,10,14,5,1,13
S00090018,50,1,11,16,8,2,18
S00090019,21,2,5,8,4,3,6
S00090020,26,4,8,10,4,4,6
S00090021,53,0,11,7,3,4,14
S00090022,46,1,11,14,9,4,14
S00090023,41,4,14,12,6,2,13
S00090024,54,6,14,20,5,9,15
S00090025,49,2,8,20,10,8,11
S00090026,29,2,6,5,3,3,13
S00090027,51,3,10,19,7,2,14
S00090028,52,9,2,29,18,2,7
S00090029,36,5,6,21,11,6,11
S00090030,40,9,9,17,8,7,9
S00090031,52,9,8,30,16,14,8
S00090032,43,2,6,19,5,3,12
S00090033,47,7,9,26,10,10,11
S00090034,48,3,9,17,1,4,16
S00090035,41,0,11,6,3,1,13
S00090036,48,13,6,29,11,10,8
S00090037,50,2,15,13,3,5,18
S00090038,42,2,13,10,4,4,18
S00090039,51,5,12,22,4,9,11
S00090040,64,10,17,30,9,12,18
S00090041,26,2,10,8,1,5,9
S00090042,50,2,13,17,7,9,18
S00090043,54,9,10,23,13,3,14
S00090044,53,4,8,25,8,9,14
S00090045,75,15,11,40,13,10,9
S00090046,39,2,30,6,2,2,23
S00090047,42,5,10,19,6,3,12
S00090048,48,10,5,27,14,10,9
S00090049,54,4,10,25,10,10,12
S00090050,46,3,17,15,3,4,14
S00090051,55,16,11,28,12,13,16
S00090052,44,4,10,23,14,5,9
S00090053,44,8,8,25,10,13,5
S00090054,58,11,7,39,11,14,11
S00090055,44,5,8,18,5,7,10
S00090056,35,5,3,19,15,3,6
S00090057,49,3,13,15,3,3,11
S00090058,49,0,42,0,0,0,30
S00090059,68,5,21,22,7,6,23
S00090060,50,2,9,15,7,1,10
S00090061,52,4,7,24,11,4,8
S00090062,43,2,19,10,1,4,19
S00090063,47,4,12,20,10,3,9
S00090064,74,4,17,26,12,6,15
S00090065,30,2,12,13,7,2,8
S00090066,29,5,1,19,3,9,4
S00090067,42,1,5,13,5,3,9
S00090068,43,0,2,14,2,4,6
S00090069,52,3,6,21,6,6,9
S00090070,79,1,13,22,7,8,27
S00090071,78,1,6,4,2,1,8
S00090072,72,0,6,9,6,2,9
S00090073,63,0,8,14,8,3,11
S00090074,74,0,18,3,2,0,17
S00090075,67,0,17,10,2,0,13
S00090076,83,0,21,8,3,0,14
S00090077,43,1,3,21,5,4,4
S00090078,76,0,27,8,3,1,19
S00090079,58,1,11,18,9,3,11
S00090080,53,0,11,8,2,1,12
S00090081,66,0,18,9,4,1,14
S00090082,43,0,12,2,1,1,13
S00090083,50,1,20,10,2,2,23
S00090084,86,3,27,14,6,3,22
S00090085,62,2,12,14,7,1,8
S00090086,55,0,9,18,8,3,5
S00090087,49,1,17,8,1,2,20
S00090088,46,1,15,9,2,2,13
S00090089,59,3,18,11,7,2,21
S00090090,20,0,2,9,1,0,2
S00090091,76,0,12,16,5,3,14
S00090092,35,2,13,10,3,2,11
S00090093,41,0,31,1,1,0,20
S00090094,53,0,12,19,8,3,9
S00090095,58,1,6,18,2,4,12
S00090096,48,1,14,12,3,3,11
S00090097,37,0,6,7,3,1,8
S00090098,56,1,27,7,5,0,28
S00090099,94,2,37,14,4,4,35
S00090100,58,0,12,10,3,1,9
S00090101,60,0,16,11,5,2,9
S00090102,42,0,8,11,5,2,5
S00090103,61,0,12,17,2,1,18
S00090104,46,0,6,13,5,1,9
S00090105,43,0,11,10,6,0,14
S00090106,65,1,11,25,10,6,14
S00090107,66,2,17,21,10,4,17
S00090108,52,0,3,6,2,1,7
S00090109,46,0,10,16,6,1,9
S00090110,54,0,10,15,4,2,9
S00090111,42,0,13,2,1,0,16
S00090112,74,0,17,16,6,1,15
S00090113,47,1,18,9,6,2,17
S00090114,47,0,6,19,3,3,6
S00090115,47,1,18,9,1,1,11
S00090116,55,0,3,20,6,3,7
S00090117,58,0,16,14,4,4,13
S00090118,64,0,15,13,4,3,13
S00090119,69,0,7,27,10,5,8
S00090120,52,0,6,13,3,1,14
S00090121,79,0,12,32,9,9,14
S00090122,58,0,11,9,2,4,11
S00090123,51,0,5,10,2,2,9
S00090124,70,0,53,3,2,0,48
S00090125,54,0,43,2,1,2,42
S00090126,73,1,36,10,5,2,34
S00090127,60,1,17,12,4,4,24
S00090128,42,0,6,12,5,1,9
S00090129,61,1,27,11,3,2,22
S00090130,67,0,25,8,3,3,20
S00090131,63,0,8,11,6,2,10
S00090132,59,0,16,13,3,1,18
S00090133,91,1,7,24,9,2,10
S00090134,59,1,6,19,10,4,6
S00090135,57,0,5,21,8,1,10
S00090136,61,1,1,16,10,1,8
S00090137,64,1,1,13,4,2,5
S00090138,44,0,4,14,3,4,9
S00090139,59,0,8,12,3,1,8
S00090140,41,0,4,13,4,1,3
S00090141,29,0,2,22,3,2,1
S00090142,58,1,26,14,4,3,21
S00090143,42,0,11,13,8,0,10
S00090144,45,0,20,8,1,3,16
S00090145,54,0,20,6,4,0,18
S00090146,50,2,30,5,2,3,24
S00090147,48,0,26,8,5,2,22
S00090148,40,1,20,9,5,2,19
S00090149,73,0,26,18,8,5,26
S00090150,48,1,26,6,1,3,17
S00090151,47,0,21,7,4,2,18
S00090152,48,0,15,9,6,2,19
S00090153,50,1,13,12,5,2,21
S00090154,45,1,11,17,6,6,12
S00090155,50,1,15,13,4,1,12
S00090156,41,0,12,16,6,4,10
S00090157,76,5,14,27,10,9,18
S00090158,41,0,9,11,4,1,10
S00090159,69,0,33,12,4,4,29
S00090160,58,4,16,13,6,3,18
S00090161,49,1,14,9,2,3,17
S00090162,59,1,15,12,5,2,11
S00090163,49,0,17,9,5,2,14
S00090164,57,1,5,13,7,1,7
S00090165,76,1,23,9,3,2,12
S00090166,62,0,4,8,2,1,9
S00090167,62,0,3,4,3,0,4
S00090168,45,1,16,8,4,3,16
S00090169,43,1,22,7,3,0,23
S00090170,48,3,13,14,5,4,10
S00090171,22,0,6,6,2,3,5
S00090172,56,0,19,10,4,4,21
S00090173,52,0,15,12,4,4,15
S00090174,67,0,31,7,3,1,14
S00090175,58,0,22,15,4,2,13
S00090176,30,1,8,9,3,3,10
S00090177,62,0,24,11,4,3,19
S00090178,66,0,33,8,2,1,19
S00090179,74,6,19,22,10,8,20
S00090180,72,0,26,11,3,3,30
S00090181,64,3,17,20,9,5,18
S00090182,61,1,11,8,6,3,18
S00090183,75,0,4,19,10,1,10
S00090184,50,1,6,5,3,1,9
S00090185,46,1,13,6,1,0,13
S00090186,62,0,29,8,1,0,24
S00090187,60,1,10,12,7,0,13
S00090188,41,1,8,7,2,0,14
S00090189,51,0,8,2,1,0,5
S00090190,83,2,38,16,6,5,39
S00090191,62,0,20,14,6,2,13
S00090192,40,2,8,10,3,3,18
S00090193,57,0,16,13,5,2,17
S00090194,41,1,8,14,4,2,11
S00090195,44,0,10,12,5,0,9
S00090196,49,1,15,10,3,1,14
S00090197,42,0,12,9,2,1,7
S00090198,52,1,23,7,6,0,14
S00090199,34,0,10,6,3,1,8
S00090200,45,0,12,12,4,2,15
S00090201,58,1,9,16,3,1,7
S00090202,71,0,13,6,5,0,14
S00090203,56,1,11,5,2,0,8
S00090204,58,0,35,6,3,3,21
S00090205,48,4,8,22,10,5,8
S00090206,41,0,13,8,2,1,14
S00090207,46,1,16,7,2,0,16
S00090208,49,0,22,7,3,0,13
S00090209,41,0,14,9,2,0,10
S00090210,35,0,11,8,1,3,9
S00090211,50,0,4,3,2,0,4
S00090212,26,0,11,6,0,3,7
S00090213,31,0,11,6,1,1,9
S00090214,48,1,22,5,1,1,18
S00090215,57,0,21,14,3,6,18
S00090216,42,2,14,13,2,4,10
S00090217,39,0,7,12,5,1,8
S00090218,47,2,5,16,5,3,3
S00090219,50,1,18,13,6,3,12
S00090220,36,0,7,7,1,1,9
S00090221,61,1,15,18,4,0,11
S00090222,75,2,16,30,11,4,20
S00090223,75,0,31,11,2,3,32
S00090224,59,0,18,16,3,1,10
S00090225,26,0,6,13,4,1,4
S00090226,52,2,3,25,6,5,6
S00090227,76,0,15,22,11,2,18
S00090228,73,2,20,15,7,3,21
S00090229,94,0,22,9,4,0,21
S00090230,48,0,2,6,2,0,4
S00090231,57,0,6,9,2,1,7
S00090232,47,0,18,4,1,0,14
S00090233,35,0,9,9,2,4,8
S00090234,43,0,11,15,9,0,12
S00090235,57,1,12,12,4,1,11
S00090236,46,1,15,10,4,3,13
S00090237,46,1,17,9,4,4,18
S00090238,42,1,2,9,3,2,5
S00090239,49,0,11,14,4,3,9
S00090240,53,1,7,18,3,4,14
S00090241,67,0,17,18,4,3,15
S00090242,59,0,8,13,4,2,15
S00090243,42,1,16,4,2,1,17
S00090244,38,0,3,10,2,3,4
S00090245,68,1,15,17,8,3,21
S00090246,29,0,10,8,4,0,9
S00090247,51,0,9,12,5,0,4
S00090248,30,0,17,5,1,0,14
S00090249,93,2,9,20,9,2,15
S00090250,53,0,9,17,7,0,12
S00090251,67,0,6,21,7,3,6
S00090252,72,0,2,24,7,4,6
S00090253,79,1,17,16,4,1,14
S00090254,63,0,17,11,6,4,11
S00090255,68,0,18,13,4,1,16
S00090256,73,0,31,13,4,2,21
S00090257,63,0,20,8,2,2,18
S00090258,79,0,12,11,2,0,12
S00090259,48,0,14,9,5,0,10
S00090260,55,0,16,12,2,0,13
S00090261,44,1,9,7,2,2,12
S00090262,35,2,11,6,1,3,16
S00090263,65,0,23,12,5,2,13
S00090264,56,0,22,14,6,1,15
S00090265,61,0,16,10,4,5,20
S00090266,45,0,11,14,6,2,10
S00090267,38,2,7,12,5,4,6
S00090268,47,2,18,7,3,3,9
S00090269,52,1,4,25,13,0,5
S00090270,53,3,7,21,11,3,6
S00090271,67,0,9,29,11,3,9
S00090272,44,2,14,13,5,2,10
S00090273,46,0,39,1,1,1,39
S00090274,34,0,7,13,4,1,8
S00090275,31,2,4,6,2,1,3
S00090276,48,1,13,13,5,1,16
S00090277,59,1,19,12,5,3,18
S00090278,58,2,18,11,4,4,27
S00090279,76,1,38,17,5,4,26
S00090280,43,2,18,11,7,2,19
S00090281,51,1,9,22,5,4,9
S00090282,46,0,10,11,5,4,12
S00090283,55,0,34,5,4,0,29
S00090284,47,0,17,10,6,1,20
S00090285,51,0,17,3,0,0,11
S00090286,54,1,15,5,4,1,12
S00090287,56,0,12,10,7,3,9
S00090288,76,2,19,22,9,2,22
S00090289,45,1,4,7,3,0,4
S00090290,42,2,11,12,7,2,12
S00090291,44,2,15,11,6,1,15
S00090292,36,1,6,17,6,1,7
S00090293,53,3,17,12,5,2,20
S00090294,51,0,17,14,4,1,10
S00090295,58,0,12,19,10,2,12
S00090296,48,0,15,7,2,1,18
S00090297,61,1,23,19,7,3,17
S00090298,41,1,17,8,2,2,13
S00090299,48,0,13,15,3,1,12
S00090300,51,1,19,15,1,5,13
S00090301,38,0,16,9,2,4,10
S00090302,40,0,17,10,1,3,12
S00090303,60,0,14,21,5,0,10
S00090304,64,0,21,17,6,4,15
S00090305,67,1,13,31,7,1,3
S00090306,61,0,9,34,9,1,7
S00090307,53,2,2,31,9,2,4
S00090308,48,2,14,18,5,3,12
S00090309,47,0,6,25,7,3,4
S00090310,53,1,15,19,6,2,8
S00090311,62,0,7,32,9,3,7
S00090312,40,0,14,8,1,2,6
S00090313,70,0,18,23,7,6,10
S00090314,75,0,38,17,6,2,23
S00090315,33,0,5,6,2,0,6
S00090316,73,0,32,15,4,2,22
S00090317,73,1,23,20,5,2,15
S00090318,84,1,24,8,3,1,12
S00090319,33,3,9,7,1,1,8
S00090320,34,0,9,5,4,1,3
S00090321,46,0,5,6,5,0,2
S00090322,51,1,11,3,2,0,4
S00090323,37,2,9,12,2,1,3
S00090324,35,1,10,9,4,2,9
S00090325,42,0,14,11,3,3,12
S00090326,40,0,16,5,1,1,18
S00090327,40,0,2,6,4,0,3
S00090328,24,0,4,4,2,0,6
S00090329,55,0,17,2,1,0,18
S00090330,27,0,4,2,2,0,8
S00090331,62,1,9,20,8,3,14
S00090332,63,1,18,6,4,1,15
S00090333,58,1,23,10,4,2,17
S00090334,21,1,8,5,0,1,7
S00090335,23,0,3,9,4,1,5
S00090336,59,1,33,12,4,3,27
S00090337,60,1,17,13,3,2,18
S00090338,26,2,7,11,5,3,7
S00090339,21,5,2,11,8,4,3
S00090340,40,3,14,10,4,3,13
S00090341,27,0,7,8,1,0,6
S00090342,27,0,5,8,3,4,7
S00090343,45,1,16,11,3,2,16
S00090344,26,1,4,4,1,2,6
S00090345,59,0,5,9,3,1,4
S00090346,40,3,15,14,5,4,17
S00090347,55,6,10,28,11,6,9
S00090348,54,5,9,30,10,7,12
S00090349,36,7,9,18,9,3,14
S00090350,35,5,3,20,9,2,3
S00090351,25,1,9,8,3,2,11
S00090352,40,4,8,10,2,3,12
S00090353,27,0,5,3,0,0,6
S00090354,73,1,7,28,7,3,12
S00090355,29,0,11,7,3,1,14
S00090356,40,0,5,12,4,1,6
S00090357,71,0,4,34,12,2,8
S00090358,54,1,6,25,3,4,9
S00090359,45,0,8,4,1,0,9
S00090360,43,1,7,10,6,3,6
S00090361,36,0,10,6,0,4,6
S00090362,24,0,3,4,2,2,3
S00090363,47,0,35,0,0,0,29
S00090364,39,0,13,5,4,3,13
S00090365,52,1,15,6,5,1,17
S00090366,30,1,6,9,3,2,9
S00090367,27,0,9,3,1,0,7
S00090368,24,2,8,4,0,2,11
S00090369,67,2,25,16,10,3,16
S00090370,59,4,3,17,4,3,4
S00090371,62,1,21,8,1,2,20
S00090372,33,0,1,11,6,1,4
S00090373,27,0,5,8,3,3,6
S00090374,51,0,22,10,6,3,13
S00090375,23,0,6,7,2,2,5
S00090376,48,1,10,19,8,3,7
S00090377,49,1,9,10,4,2,9
S00090378,48,0,11,7,3,0,9
S00090379,36,3,13,10,2,4,13
S00090380,31,0,8,10,3,0,5
S00090381,40,0,13,12,2,3,11
S00090382,22,1,6,5,2,0,4
S00090383,45,0,7,13,7,0,4
S00090384,26,0,3,10,3,2,3
S00090385,76,0,18,16,7,1,22
S00090386,31,0,3,15,4,0,4
S00090387,29,0,8,12,3,1,7
S00090388,73,2,17,6,1,1,15
S00090389,46,1,4,14,2,2,8
S00090390,33,0,8,10,4,0,5
S00090391,42,0,11,15,4,3,8
S00090392,47,0,18,7,3,0,16
S00090393,46,1,10,13,6,4,17
S00090394,36,0,10,10,1,0,8
S00090395,39,1,9,13,0,1,3
